x,y,class
0.9303576310385994,0.4414306608364392,0
-0.43223339832078495,0.9183015949223444,0
1.0833897109643522,0.09026273850146621,0
-0.2834925452784016,1.0454289641961496,0
-0.46117568237149525,0.9439793541144802,0
0.9878268695564419,0.3160046447235313,0
1.0490915756794408,-0.23067517853127203,0
0.0995642827255731,1.0268783932394094,0
-0.7514009781610136,0.7548927266372351,0
-0.05485927711503008,-1.0518304752990124,0
-1.0583024539785284,0.042036569405790744,0
0.6571181410636229,-0.7956558749495438,0
0.9945792072509352,0.38447677371426386,0
-0.8719719005421617,0.6432343265061596,0
0.25386181385569817,1.0326180042444117,0
-0.5341802017092205,-0.8811830275250393,0
0.2652099518419767,1.0366878886129873,0
-1.0671167812781122,0.004379825724724981,0
-0.963408644301196,-0.4075451547433635,0
-0.9887263886340664,-0.24364427725128296,0
0.9228246477257304,-0.5639387856081042,0
0.48685846442168346,-0.9655559181403068,0
-0.5738510962055404,-0.9088471219249742,0
-0.9554494539337539,-0.5318478136591535,0
-0.723041342953938,0.7935837047953089,0
-0.4196181821095946,0.9356833905517818,0
-0.7047595142386082,0.7848597176512547,0
-0.4797425739669208,-0.9068513842269617,0
0.06092717524777817,-1.0265879369218842,0
-0.03382035734335009,1.0388402908335137,0
-1.0199263216181176,-0.051533889100585845,0
0.41806405141377223,-0.9848316820631229,0
-0.2580170966386243,1.0123572019861231,0
0.11559523861550884,1.089013147791546,0
0.8961492267854029,0.5356787491121078,0
0.6897933736881715,-0.7905508266086453,0
0.5561090495894072,0.9182324709422713,0
-0.944010451349839,0.5350297032494783,0
-0.7583743265725863,0.7136667161077289,0
-0.8406735613856822,-0.5832130843654632,0
0.1941965034309413,0.9873816013522815,0
-0.2620890164624224,1.0299918411220759,0
0.44889905664215557,-0.9104806159780051,0
-0.9456959305706487,-0.438623026150295,0
1.064475635872671,-0.04905098676704728,0
-0.9880746689110536,-0.22031999142185088,0
-0.5855090728409088,0.8308807281516064,0
1.0728577995691633,0.10250182389012966,0
-1.0260384170472328,0.09762539512355227,0
0.7553640797570189,-0.6675648331021878,0
0.22482575626138884,0.9776501480187263,0
0.8483171698709295,0.6365483954884308,0
1.0347543660701377,-0.3259062642218277,0
-0.7850927577606873,0.7351926569105817,0
-0.7379619065650828,0.7976675538296143,0
-0.47308351766298085,-0.959309323895044,0
-0.9391756803250253,0.5021432410601941,0
0.9381342200448728,-0.36872286152218575,0
0.3488314935498814,0.9620876340909672,0
0.6129218869700335,0.8372889436135923,0
0.09307286300744907,1.0355283788704108,0
1.001790674686284,-0.26489828335346577,0
0.940566902594228,0.4275024928870489,0
0.08204127921928192,-1.0110238078701208,0
-0.18331100987099969,1.0672743401509797,0
0.2713354177852086,-0.99443930290587,0
-0.44422914883788356,0.9749707174088434,0
-0.7843825626005069,0.7246554058221216,0
-0.6203836174863414,-0.8140004076240622,0
0.4573081902159065,0.9495865218407739,0
0.7802732760853961,0.6508814580849114,0
-0.20789544689265102,-1.0586734107366855,0
-0.35166933456849286,-0.9893783424817878,0
0.2724757527898298,1.0277038870788617,0
0.7529441638086743,0.7083586396012971,0
-0.9717732249950239,-0.29496702568008304,0
0.8270033205156387,0.6913242113136612,0
-0.0010044063028199581,1.053617617903067,0
0.6616697431476274,0.8285583265363957,0
-0.15327103294873917,-1.0585362540865384,0
-0.4217918143461347,-0.9943261464375498,0
-0.9189350167959742,-0.5105692801279083,0
0.9558145858970423,-0.4335391481927056,0
-0.9799953427978567,-0.26552913121115485,0
-0.3666231384824419,1.0024353677216007,0
-0.23477183414882402,1.027205648185731,0
0.6367280616406747,-0.8291591031031046,0
-0.26359504314865145,0.9815101118714753,0
0.5233207058048335,0.939588088131333,0
-1.0306809406089243,-0.32699887976051545,0
0.3917399905222893,0.9636667921150817,0
-0.12597072982750118,-1.0921953941116231,0
0.7631246067551926,0.6947827971423729,0
-0.9708087212191449,-0.4503719609920728,0
-1.0347915964878553,0.04393044638170485,0
-0.7749178453515896,0.7450564363299855,0
0.5448174264797375,0.8604079949543023,0
0.3105292379841615,-1.0462831321267556,0
-0.9804839810320859,-0.3189782594100043,0
-0.5937938585068825,-0.8918245435151034,0
-0.9812243338074574,0.2990007490759741,0
-0.3576845933339354,0.9746564328750341,0
0.16212643112935485,1.0102259141844139,0
0.9450750385300762,0.4925570702139079,0
0.006581854365886952,-1.0106945843508137,0
-0.9725776299543349,-0.3954312825536726,0
-0.7336915115882647,-0.7004243591261665,0
-1.0831052082652928,0.11716445743428594,0
0.7665314731051668,0.7108642087052579,0
0.9171345764837778,0.5694457907338791,0
0.9451878631937385,0.43221567146022155,0
1.050593042728894,0.10484401985046658,0
-0.7448113179806484,-0.7024416679620168,0
1.0200754544027457,-0.09845563770484796,0
-0.18473165429473945,1.0131048332386838,0
-0.6658671081942249,0.792259791763916,0
-0.616918805955438,0.869736485620332,0
0.6476035808964249,0.8239186722714198,0
0.19994515264965965,-1.053239440843327,0
1.0777860926452152,0.1663658562812786,0
-1.0099717633705019,0.1245900483679432,0
-0.6365324295161592,-0.8010515587585696,0
-0.4667733274110859,-0.9561442480799022,0
-1.0004367877078226,-0.14602437877264196,0
0.9659480633524805,-0.2722599331861133,0
0.04067693659234199,-1.0451259394925725,0
-1.02506473737175,0.04741396342228148,0
0.9582513531813827,-0.4535072668904049,0
-0.7054556466459695,-0.7436837789426082,0
0.42716085255765524,0.9556075124273055,0
0.3795950840094837,0.9602204592984712,0
0.18003559051114085,-1.001790846087783,0
0.441815451940348,-0.9664936870618651,0
-0.941146169038386,0.4374497568154601,0
0.5200487190798769,0.9195336339188181,0
-1.0506984018054075,0.17245035166176068,0
-1.06564681224389,-0.2124939479423669,0
-0.8916468502730575,0.5665744367619309,0
-0.8280929442600731,-0.6832062396713157,0
1.042098609084628,0.3363355649691008,0
-0.8798844350692641,-0.5267353262801087,0
-1.071219034633846,0.19807044620222453,0
-0.9633731817211125,-0.4883603936796341,0
0.44665305213597645,0.9380521376725266,0
-0.13003609808851502,-0.9939048111646956,0
-1.0261819238127643,0.03310729664373235,0
-0.5474334716946736,-0.9099722702797239,0
0.37184045519574926,0.9872033126950569,0
0.36907010377054666,-0.9811366546803829,0
-0.431947771015434,0.9701844570053918,0
1.0125660811899333,-0.18390737499444976,0
-0.9718090298041825,-0.47282945257537223,0
1.0219710870058478,-0.2561284680543529,0
0.19887102417809221,-1.0762643400958358,0
1.0744091609967952,-0.16208270616681972,0
