X,Y,Z
1.0,1.0,1.0
1.0031939352694108,1.1298528256383642,0.9920503028436107
1.012568214457537,1.2599461029205812,0.9848896939060188
1.0278532054339127,1.391089108104509,0.9785589125179434
1.0488309627255066,1.524054489048475,0.9731123483393748
1.075331075755312,1.6595848896604557,0.9686179286372762
1.1072270350846247,1.798398991224386,0.9651573543414528
1.1444331142733901,1.941196951606656,0.962826656221022
1.1869015564931866,2.088665557681872,0.9617370386383118
1.234620219703946,2.2414828434794876,0.9620160291447944
1.287610439338925,2.4003224702195713,0.9638088259725819
1.3459253811381642,2.565857550431071,0.9672800804859978
1.4096485519595294,2.7387642816402846,0.9726158802151921
1.4788924735424835,2.9197253694950516,0.9800259965087328
1.5537976864459304,3.109433027822534,0.9897465388958626
1.6345319393217213,3.308591708558465,1.0020429393396404
1.7212895252199318,3.51792056990263,1.0172133054806687
1.8142907315922245,3.7381556758829766,1.0355922022923938
1.9137814593673672,3.9700518369620688,1.0575548683294922
2.02003292953632,4.214384127015455,1.0835219218012082
2.133341457496963,4.471949007657499,1.113964615585167
2.254028293632353,4.74356501669276,1.1494106560396258
2.382439493899193,5.030072964584968,1.190450645158419
2.518945786859928,5.332335527095356,1.2377452141050602
2.6639424094177806,5.651236150516365,1.2920328765971807
2.8178488879101478,5.987677176754786,1.3541386411946885
2.981108708985251,6.342577002332985,1.4249834547989941
3.15418883212118,6.716866077030554,1.5055945014124898
3.337579017443726,7.111481642824721,1.5971163568527718
3.5317908883371807,7.527360907355078,1.7008230485261961
3.7373566400053173,7.965432297088954,1.8181309875281686
3.9548273618773475,8.426604672051083,1.9506127139414438
4.1847708577191405,8.911754053310291,2.1000114185249896
4.427768818035604,9.421707310620835,2.2682560500282865
4.684413284404077,9.957222607592858,2.457476823348797
4.955302255469954,10.518966054094014,2.670020905271344
5.241034234895136,11.107483866580008,2.9084678130874164
5.5422015382461405,11.723169471452877,3.175643875606651
5.8593822467461845,12.366225263410065,3.4746353993517385
6.193130546073275,13.036618212814382,3.8087994759756905
6.543965134733551,13.734028483623018,4.181771161887946
6.912355583557895,14.457791095768735,4.597466012874674
7.298706295382744,15.206829859545138,5.060076052241434
7.703337845665952,15.979583597173729,5.574057287368925
8.126465444989313,16.773924768165116,6.144106452748314
8.568174308019678,17.58707104690044,6.775124282240995
9.028391757704405,18.415491015181846,7.47216227231036
9.506855975021264,19.254805960105298,8.240349444902558
10.003081466906083,20.09969037740796,9.0847963476903
10.516321388211523,20.943775492935718,10.01047184148144
11.04552719066243,21.779560913647845,11.02205032759573
11.589306262659262,22.5983413913217,12.123726477469848
12.14587860812446,23.39015715419444,13.318996226819896
12.713033998281167,24.14377790867884,14.610404330038575
13.28809149527468,24.84673201749073,15.999261249580623
13.86786373884463,25.485393327881336,17.485335334718243
14.448628888972053,26.045138336744394,19.06653019362784
15.026113577820647,26.51058546779548,20.738561744728024
15.595490582436643,26.86592581182002,22.494654381020126
16.151395107508904,27.09535039354712,24.325280535495963
16.687963477089756,27.183572645109173,26.21797204224955
17.198897581324598,27.116436292931116,28.15723416946246
17.67755754259551,26.881588630549448,30.124593198247176
18.117083691935292,26.469187922692033,32.09880489796335
18.510547129593597,25.87260302312184,34.05624354409128
18.851125670280684,25.08905135054405,35.97147959267889
19.132299933267916,24.120123938678006,37.8180360073194
19.348061230055507,22.97213434345503,39.56929808671485
19.493121156197375,21.656246148845728,41.19952906720947
19.563110902851037,20.18834204470542,42.684928273882264
19.55475774651163,18.588620018243425,44.004656132170794
19.4660266802423,16.880927577187684,45.141746232031004
19.29621698078911,15.091870528760818,46.08383048985782
19.04600620149302,13.249756910649438,46.823616586184414
18.717438030089188,11.383453951617831,47.35908058307072
18.313854655827893,9.521244465479125,47.693364657876295
17.839778312517712,7.689764586748831,47.834397950575145
17.3007503526851,5.913097237879806,47.794283058251324
16.70313889226573,4.212072493406463,47.58851014888074
16.05392742346497,2.6038041514060657,47.235069542511546
15.360497128952556,1.101467476109067,46.75353538267225
14.630414577169343,-0.2856986679336635,46.16418518017751
13.871234741270289,-1.5521982096416218,45.487207659644625
13.090326899597649,-2.6959358892251997,44.7420351762238
12.294728427388224,-3.7177740785749105,43.94682064790117
11.491028819742798,-4.621034219241272,43.11806311850256
10.685284269123642,-5.410982689247369,42.27037493034716
9.882961138810169,-6.094333649380506,41.41637384550454
9.088905563105648,-6.678792452367148,40.56667920938071
8.307335420916731,-7.17265446679898,39.72998857540593
7.541850881820616,-7.584467487920871,38.913212759704024
6.795459088654247,-7.922758451005218,38.12164753636146
6.070609570382451,-8.19582220908352,37.35916577572423
5.369236784713083,-8.41156655859153,36.62841558489351
4.692806939058205,-8.57740601561454,35.931014181269504
4.0423666090515225,-8.700196179366827,35.26772995431337
3.4185914086187084,-8.786200996639543,34.63864853620449
2.821833226012049,-8.841085548353925,34.04332028449951
2.252164987887605,-8.869927683720674,33.480888172528886
1.7094223340121606,-8.877243150375488,32.95019666318766
1.1932418001340312,-8.867019671981806,32.44988262989525
0.7030953299393743,-8.84275635744406,31.978449914909238
0.23832110904283274,-8.807505690858797,31.534329369275614
-0.20184917320711315,-8.763916042185873,31.11592627760122
-0.6182664468110486,-8.714273220945461,30.72165701900466
-1.0118435305762974,-8.660540077553273,30.34997669784739
-1.383537282682828,-8.60439351713926,29.99939930869666
-1.7343333558841099,-8.547258573153114,29.66851181911481
-2.0652332822752246,-8.490339393996015,29.355983370480264
-2.3772436241002657,-8.434647148632138,29.060570609418946
-2.6713669401402464,-8.381024945589399,28.78112001827531
-2.948594338392799,-8.330169942322687,28.516567945522734
-3.20989940016555,-8.28265285468165,28.26593893218146
-3.456233312864116,-8.238935058888865,28.028342743140275
-3.688520993176397,-8.199383576651508,27.80297059814376
-3.907658096045507,-8.164284117479056,27.589090790390394
-4.114508762745861,-8.133852406950114,27.386043971987522
-4.309903993923518,-8.108244002685261,27.193238279274812
-4.494640537889963,-8.087562794421235,27.01014444230963
-4.669480230695257,-8.071868315244497,26.83629094740796
-4.835149694900772,-8.061182040489673,26.671259356533024
-4.992340336003374,-8.055492802321904,26.514679822521295
-5.141708591884868,-8.054761412655496,26.36622682471531
-5.283876360826286,-8.058924649038298,26.22561515614301
-5.419431588125435,-8.067898655221834,26.09259617638185
-5.548929018202394,-8.081581762023482,25.966954270413492
-5.672890993441232,-8.09985693954892,25.848503593495245
-5.791808331824497,-8.122593857687534,25.737085047918395
-5.906141264666559,-8.14965059330125,25.63256347213187
-6.016320397567656,-8.180875069781303,25.534825045548523
-6.1227476911077785,-8.216106240598606,25.44377488226786
-6.225797443396175,-8.255175056301423,25.35933480232161
-6.325817271190476,-8.297905249437385,25.281441260568723
-6.423129074979413,-8.344113960016786,25.21004341946362
-6.518029981458036,-8.393612231539588,25.145101348742905
-6.610793267219717,-8.446205383141612,25.08658433573807
-6.70166924911337,-8.501693286836062,25.03446930130206
-6.790886144512222,-8.559870576898897,24.988739283341328
-6.8786508979056995,-8.62052677097795,24.94938202207109
-6.96514996789285,-8.683446385809068,24.91638856663246
-7.050550086975624,-8.748408968018039,24.889751974617226
-7.1349989806241565,-8.81518913462124,24.86946602688036
-7.218626055568462,-8.88355659362269,24.8555239867144
-7.301543052712902,-8.95327614803947,24.847917397288782
-7.383844672377902,-9.024107744577133,24.846634881898897
-7.4656091687424935,-9.095806508420335,24.851660986521782
-7.546898918921541,-9.168122826878058,24.86297502580069
-7.627760960250251,-9.240802421884789,24.880549969748206
-7.708227537666406,-9.313586621190941,24.904351280237336
-7.788316583068869,-9.386212455691009,24.93433584970932
-7.86803224815273,-9.458413055804316,24.970450899959587
-7.947365357169827,-9.529917914267454,25.012632920428473
-8.02629392402123,-9.600453398321601,25.06080664342662
-8.104783609974552,-9.669743219795905,25.114884018976106
-8.182788228005446,-9.73750906805044,25.17476327262121
-8.260250235163946,-9.803471315118816,25.24032797409484
-8.337101230303709,-9.86734979295636,25.311446166695575
-8.413262505626223,-9.92886473105901,25.387969602452067
-8.48864555360831,-9.987737710018548,25.469732955931704
-8.563152684939492,-10.043692797399846,25.556553283212736
-8.636677578255128,-10.096457713523348,25.648229375222492
-8.709105961993956,-10.145765119005464,25.744541472121497
-8.780316214685135,-10.19135400330803,25.84525077216959
-8.850180107252765,-10.232971101447474,25.950099403569254
-8.918563561320719,-10.270372411749685,26.058810458156053
-8.98532736358751,-10.30332483971405,26.171087902192024
-9.05032804504835,-10.331607639378321,26.28661717721399
-9.113418697740597,-10.355014245185503,26.40506544065627
-9.174449878390144,-10.373353815746373,26.526082324453288
-9.233270554693943,-10.386452785183204,26.64930089189159
-9.289729059893766,-10.394156751361537,26.77433848297479
-9.343674071796292,-10.396331619065563,26.90079815882248
-9.394955664950604,-10.392865429663685,27.028270027890855
-9.44342634327642,-10.383669685151935,27.156332874174147
-9.488942057868249,-10.368680295939894,27.284556021570122
-9.53136330789783,-10.347858984891808,27.412501273296094
-9.570556170292496,-10.321194187234344,27.53972498504901
-9.606393383989124,-10.288701865263775,27.66578040238534
-9.638755329033433,-10.250425834257353,27.790219974056168
-9.667531089990048,-10.206438328339171,27.912597913633473
-9.692619345613567,-10.156839944294381,28.03247258551753
-9.7139293588849,-10.101759622085703,28.149409255507724
-9.731381754488394,-10.04135410924854,28.26298249462933
-9.744909385036916,-9.97580741338052,28.372778946874845
-9.754457968025035,-9.905329823799471,28.478399612209856
-9.75998678542288,-9.830156791163818,28.579462507640365
-9.761469146464309,-9.750547520235624,28.675604761734398
-9.758892884829276,-9.666783322298517,28.766485008500194
-9.75226063793858,-9.579165833081111,28.851785201900565
-9.741590084788397,-9.488014951172598,28.931212513006468
-9.726914052515998,-9.393666703026998,29.004500908355748
-9.708280514618833,-9.296470865308033,29.07141256374745
-9.685752443942864,-9.196788624430358,29.131738864147508
-9.659407590856702,-9.094990001226396,29.18530134568696
-9.62933812831013,-8.99145138228943,29.231952228626284
-9.595650195879035,-8.886552920438499,29.27157476219546
-9.558463336146623,-8.780676030876586,29.30408324897826
-9.517909848813751,-8.674200917839155,29.329422856714746
-9.474134040020669,-8.567504149689157,29.34756914348459
-9.42729141758244,-8.460956422562461,29.358527386022132
-9.377547782543834,-8.354920335555242,29.36233163849552
-9.325078311406907,-8.249748469667699,29.359043670080155
-9.270066529422788,-8.145781469778866,29.348751623735627
-9.212703318794354,-8.0433464888135,29.331568650105115
-9.153185826404535,-7.942755664587856,29.307631272290095
-9.09171643019906,-7.844304939879575,29.27709779189032
-9.02850163865595,-7.748272985233916,29.240146488671922
-8.963751046216615,-7.654920406845612,29.19697387006967
-8.897676274853954,-7.564489109657366,29.147792828965173
-8.830489953553194,-7.477201896033964,29.092830818630713
-8.762404737753208,-7.393262227760052,29.032328061240364
-8.69363234997337,-7.312854202214332,28.966535737615043
-8.624382700876374,-7.236142653903947,28.8957143119235
-8.554863024861408,-7.163273468571356,28.820131821878064
-8.485277117793608,-7.094373960335545,28.740062363025423
-8.415824582728531,-7.029553488384384,28.655784519565582
-8.346700208388206,-6.968904013565531,28.56758007501698
-8.278093346882873,-6.9125009433421,28.475732645405177
-8.210187406821566,-6.8604038493344675,28.380526560920813
-8.14315938163679,-6.812657446307997,28.282245755626445
-8.07717946741473,-6.769292406456585,28.18117284889877
-8.012410731136178,-6.73032641120656,28.077588276435044
-7.9490088442326865,-6.695765013910909,27.971769561330216
-7.8871218842193525,-6.6656027019506245,27.86399067926546
-7.826890176425687,-6.639823762937513,27.754521512981636
-7.768446213817343,-6.618403308213053,27.64362742605582
-7.711914594856442,-6.601308105687312,27.5315688817368
-7.657412045073307,-6.588497526946072,27.418601198552818
-7.605047437012669,-6.579924317742665,27.30497431358695
-7.554921895220987,-6.575535436575297,27.19093268824168
-7.507128890998089,-6.575272765190124,27.076715203726977
-7.461754386191119,-6.579073761234404,26.962555144639367
-7.418877009128287,-6.586872127770602,26.848680240371756
-7.3785682379667294,-6.598598361636162,26.735312726399545
-7.340892601649897,-6.6141802293028595,26.622669440402444
-7.305907907304056,-6.6335432570841935,26.51096196632257
-7.27366545732315,-6.656611060014714,26.400396772589772
-7.244210290077467,-6.683305703978568,26.291175393896495
-7.217581411274856,-6.713547941883286,26.18349460549277
-7.193812032407877,-6.747257435017338,26.07754662144052
-7.1729298002868545,-6.784352894830204,25.973519283118254
-7.154957028729754,-6.824752186697649,25.871596257178386
-7.139910917565623,-6.868372376130977,25.771957223538962
-7.127803762023782,-6.915129725936967,25.674778056717606
-7.118643154120933,-6.964939653710494,25.580231000760794
-7.112432166329845,-7.017716638598844,25.48848482254515
-7.109169528808133,-7.073374096755713,25.399704959702902
-7.108849772801529,-7.131824204934556,25.31405362770336
-7.1114633760422015,-7.19297770285596,25.2316899263948
-7.116996902324391,-7.256743671207762,25.152769935128287
-7.125433076954423,-7.323029252779305,25.077446732246976
-7.136750884180065,-7.391739370220159,25.005870428240467
-7.150925647874713,-7.462776419639262,24.938188169215284
-7.167929053522914,-7.536039931220693,24.874544073085413
-7.187729189919062,-7.61142622592187,24.815079163330847
-7.2102905704992155,-7.688828058159284,24.759931264138427
-7.235574101920813,-7.76813423738929,24.70923483501312
-7.263537071023567,-7.849229255550718,24.663120788373625
-7.294133108706955,-7.931992909541863,24.621716261980406
-7.327312110783325,-8.016299913413695,24.585144334594315
-7.36302017617544,-8.10201953318805,24.55352371536751
-7.40119952202873,-8.18901522611331,24.526968383208747
-7.4417883637092075,-8.277144276522021,24.505587167302302
-7.484720814532716,-8.366257478937738,24.48948330178611
-7.529926763539604,-8.456198833213604,24.478753924456925
-7.5773317273831555,-8.546805248636531,24.473489513080015
-7.626856726995288,-8.637906321827034,24.47377330709081
-7.678418144563444,-8.729324134761447,24.47968066492055
-7.731927564000278,-8.820873078936334,24.491278356798134
-7.787291647012159,-8.912359782375413,24.5086238725995
-7.844411986693779,-9.003583059221475,24.53176464137705
-7.903184955320318,-9.094333908517163,24.560737188745126
-7.963501597365714,-9.184395635081305,24.595566341992516
-8.025247540279278,-9.273544056645633,24.636264421712912
-8.088302855620878,-9.361547713310202,24.682830243208397
-8.152541996359549,-9.448168239237987,24.735248252192385
-8.217833776888888,-9.53316083653571,24.793487743096655
-8.284041309114047,-9.61627481224137,24.857501804902956
-8.351022010228336,-9.697254249869076,24.927226432804837
-8.418627676026961,-9.775838772097504,25.00257983028278
-8.486704538062833,-9.851764453992725,25.08346145132286
-8.555093377887864,-9.924764853905923,25.169751157763983
-8.623629710782248,-9.994572076768545,25.261308649888154
-8.69214400390793,-10.060918031555188,25.357972811330928
-8.760461937926122,-10.123535880712085,25.45956101060123
-8.828404736928865,-10.182161440433308,25.56586874757847
-8.895789552136394,-10.23653463184149,25.67666945358011
-8.962429918377032,-10.286401389073273,25.791714102266212
-9.028136263915195,-10.331515376479038,25.91073122616596
-9.092716447264767,-10.371639555340218,26.03342716631429
-9.15597641984832,-10.406548256856594,26.15948632495065
-9.217720903988395,-10.436029071828846,26.288571642209906
-9.277754159486875,-10.45988487516336,26.42032528218686
-9.335880795079865,-10.47793570043682,26.554369592043233
-9.391906615481425,-10.490020479646583,26.69030829332169
-9.445639573292102,-10.495999205007418,26.827727727126884
-9.496890679479813,-10.495754384162225,26.96619851739838
-9.545475058222374,-10.489193052893203,27.105277292170825
-9.591212915311177,-10.476248001083668,27.24450871170102
-9.633930634491842,-10.456879362589678,27.383427680363752
-9.673461820019545,-10.431075775127445,27.52156167583008
-9.709648330364645,-10.398855233385193,27.658433276206917
-9.742341415280793,-10.360266140745354,27.79356292605503
